timestamp,(HealthService)/Database Cache Misses/sec,(HealthService)/Database Cache % Hit,(HealthService)/Database Cache Requests/sec,(HealthService)/Database Page Faults/sec,(HealthService)/Database Page Evictions/sec,(HealthService)/Database Page Fault Stalls/sec,(HealthService)/Database Cache Size (MB),(HealthService)/Database Cache Size,(HealthService)/Database Cache Size Resident,(HealthService)/Database Cache Size Resident (MB)
08/03/2023 00:44:14.045,0,100,4.6656317987917886,0,0,0,0,753664,753664,0
08/03/2023 00:45:14.059,0,100,4.6489723555992821,0,0,0,0,753664,753664,0
08/03/2023 00:46:14.072,0,100,4.6822942191445156,0,0,0,0,729088,729088,0
08/03/2023 00:47:14.085,0.016662961382543275,99.641577060931894,4.6489662257295743,0.016662961382543275,0.016662961382543275,0,0,671744,671744,0
08/03/2023 00:48:14.098,0.099977831357205699,97.864768683274022,4.6822951018958001,0.099977831357205699,0.099977831357205699,0,0,671744,671744,0
08/03/2023 00:49:14.111,0,100,4.6489673564810223,0,0,0,0,647168,647168,0
08/03/2023 00:50:14.125,0.033325844306331294,99.283154121863802,4.6489552807332153,0.033325844306331294,0.033325844306331294,0,0,647168,647168,0
08/03/2023 00:51:14.138,0,100,4.6489762834854567,0,0,0,0,647168,647168,0
08/03/2023 00:52:14.151,0,100,4.6489788425663834,0,0,0,0,647168,647168,0
08/03/2023 00:53:14.164,0,100,4.6481487768788146,0,0,0,0,647168,647168,0
08/03/2023 00:54:14.177,0,100,4.6497896124926177,0,0,0,0,647168,647168,0
08/03/2023 00:55:14.191,0,100,4.6489656955209497,0,0,0,0,647168,647168,0
08/03/2023 00:56:14.204,0.016662932566482186,99.644128113879006,4.6822840511814938,0.016662932566482186,0.016662932566482186,0,0,647168,647168,0
08/03/2023 00:57:14.217,0,100,4.6489798542968295,0,0,0,0,647168,647168,0
