timestamp,(_Total)/% Processor Time,(_Total)/% User Time,(_Total)/% Privileged Time,(_Total)/% DPC Time,(_Total)/% Interrupt Time,(_Total)/% Idle Time,(_Total)/% C1 Time,(_Total)/% C2 Time,(_Total)/% C3 Time
08/03/2023 06:05:20.311,60.462444762152323,39.017666280085052,21.445419507708305,0.70834866329407531,0.44840418441276259,39.53755523784767,40.824351975898637,0,0
08/03/2023 06:06:20.324,62.717463158105225,41.974534769017488,20.743569414728761,0.63036531962968145,0.33142925223117581,37.282536841894782,37.908326834763017,0,0
08/03/2023 06:07:20.337,48.050095978884642,31.297315257310061,16.753421747215612,0.28593892676944405,0.090980650923463496,51.949904021115358,52.488452540441102,0,0
08/03/2023 06:08:20.350,47.361243026534162,30.653952630421305,16.70793142175388,0.18845987216145782,0.09747905460798624,52.638756973465838,52.905027560603337,0,0
08/03/2023 06:09:20.363,47.712167989708931,30.666949937680378,17.045859077669579,0.16246525764331846,0.025994447888131277,52.287832010291069,52.905027560603337,0,0
08/03/2023 06:10:20.377,47.835641658835058,30.764428992288362,17.07185369218772,0.18196113521691895,0.084482080608932711,52.164358341164942,52.071877520278875,0,0
08/03/2023 06:11:20.390,48.219059806842488,31.121852692407671,17.09784814007585,0.17546256490238815,0.058487466090793361,51.780940193157512,52.071877520278875,0,0
08/03/2023 06:12:20.403,47.998107083108387,31.381797337918993,16.616950770830417,0.14946795038424879,0.03249301820266208,52.001892916891613,51.65530250011664,0,0
08/03/2023 06:13:20.416,27.209047342917891,16.584457752627753,10.625230615931162,0.090980650923463496,0.03249301820266208,72.790952657082101,72.900628528390428,0,0
08/03/2023 06:14:20.429,13.685435704145089,8.0972704338378882,5.588806295948225,0.10397779155252511,0.025994447888131277,86.314564295854908,86.231029173581803,0,0
08/03/2023 06:15:20.443,23.530832883432307,15.25874091033306,8.2727329987402776,0.31843194497210614,0.23395003099318151,76.469167116567689,76.649803709850488,0,0
08/03/2023 06:16:20.456,41.941400725173793,27.411145381349439,14.530896369465385,0.18845970553144975,0.21445432004958909,58.058599274826207,57.903927802550101,0,0
08/03/2023 06:17:20.469,34.474495444335588,20.997015156665533,13.478121313311073,0.34442655949024548,0.31843194497210614,65.525504555664412,65.402278165470264,0,0
08/03/2023 06:18:20.482,19.482197749828366,10.872177954183412,8.6106608212859843,0.25344574193677394,0.22745146067865069,80.517802250171627,80.815553911472804,0,0
08/03/2023 06:19:20.495,1.4615466264088606,0.94229869428725677,0.51988895776262556,0.071484773349863029,0.025994447888131277,98.538453373591139,98.31170475828651,0,0
08/03/2023 06:20:20.509,1.5785217252204498,0.83832090273473159,0.74084168149673746,0.084481913978924641,0,98.421478274779545,98.728279778448751,0,0
08/03/2023 06:21:20.522,1.7734800010664298,0.80582788453206955,0.9682933088053961,0.051988895776262554,0.03249301820266208,98.226519998933568,97.478554717962055,0,0
08/03/2023 06:22:20.535,1.182106269953942,0.61086960868608897,0.57187785353888809,0.032493184832670143,0,98.817893730046052,99.144854798610965,0,0
08/03/2023 06:23:20.548,1.5460287070177881,0.89030979851099423,0.65635976751781278,0.045490158831723693,0.019495877573600474,98.453971292982217,98.728279778448751,0,0
08/03/2023 06:24:20.561,1.2535910433038033,0.67585564509141327,0.57837642385341892,0.077983343664393828,0.0064985703145308028,98.7464089566962,97.895129738124282,0,0
08/03/2023 06:25:20.575,2.1179065605566816,0.82532376210567004,1.2932238240920331,0.025994447888131277,0.0064985703145308028,97.882093439443324,98.31170475828651,0,0
08/03/2023 06:26:20.588,1.5850202955349779,0.77983343664393834,0.80582788453206955,0.025994447888131277,0.012997307259069672,98.414979704465026,97.895129738124282,0,0
08/03/2023 06:27:20.601,1.0651313377723515,0.4873957729299554,0.57837642385341892,0.025994447888131277,0.0064985703145308028,98.934868662227643,98.31170475828651,0,0
08/03/2023 06:28:20.614,1.4030591603180653,0.70834882992408332,0.69535152266501365,0.045490325461731748,0.012997140629061606,98.596940839681935,97.895129738124282,0,0
08/03/2023 06:29:20.627,1.3380729572827321,0.69535135603500564,0.64336262688875112,0.051988895776262554,0.012997307259069672,98.661927042717267,98.728279778448751,0,0
08/03/2023 06:30:20.641,10.572600694513879,4.1266186438983423,6.4466230762565564,0.5523819759652876,0.16896382795784928,89.427399305486119,88.730479294555195,0,0
08/03/2023 06:31:20.654,13.100560709977138,11.892459992135064,1.2087417434831005,0.071484773349863029,0.012997307259069672,86.899439290022855,87.064179213906272,0,0
08/03/2023 06:32:20.667,0.93515909833169486,0.40291385895103077,0.53288626502169523,0.045490325461731748,0,99.064840901668305,97.895129738124282,0,0
08/03/2023 06:33:20.680,1.2145994547866135,0.60437087174155024,0.61086944205608096,0.051988895776262554,0.0064985703145308028,98.785400545213392,98.31170475828651,0,0
08/03/2023 06:34:20.693,0.96765211653436767,0.49389450987449429,0.47439863230089374,0.012997140629061606,0.012997307259069672,99.032347883465633,98.728279778448751,0,0
08/03/2023 06:35:20.707,1.1626105590103464,0.55888071290982655,0.60437103837155826,0.032493184832670143,0.012997140629061606,98.837389440989654,98.31170475828651,0,0
08/03/2023 06:36:20.720,1.727989675604702,0.72134597055314498,1.007284730692581,0.051988895776262554,0.0064985703145308028,98.272010324395296,97.895129738124282,0,0
08/03/2023 06:37:20.733,0.95465497590530024,0.43540687715369292,0.51988895776262556,0.019495710943592412,0,99.045345024094701,98.31170475828651,0,0
08/03/2023 06:38:20.746,3.8465372618024074,2.9633670592469659,0.88381122819646341,0.0064987369445388679,0.0064987369445388679,96.153462738197589,96.228829657475359,0,0
08/03/2023 06:39:20.759,0.71420620796758261,0.28593892676944405,0.4289084734691701,0.025994447888131277,0,99.285793792032422,98.728279778448751,0,0
08/03/2023 06:40:20.773,1.2081008844720853,0.51339038744809473,0.69535152266501365,0.03249301820266208,0,98.791899115527912,97.061979697799813,0,0
08/03/2023 06:41:20.786,1.3185772463391365,0.61736817900061991,0.70185009297954448,0.025994447888131277,0.012997140629061606,98.681422753660868,98.728279778448751,0,0
08/03/2023 06:42:20.799,0.84417844740823922,0.33792782254570664,0.50689165050355589,0.077983343664393828,0.012997307259069672,99.15582155259176,98.31170475828651,0,0
08/03/2023 06:43:20.812,0.74020082248571484,0.33792782254570664,0.40291402558103884,0.019495877573600474,0,99.259799177514282,98.728279778448751,0,0
08/03/2023 06:44:20.825,12.82112035352222,9.5399623749441798,3.2817990042190721,0.058487466090793361,0.019495710943592412,87.178879646477782,85.814454153419589,0,0
08/03/2023 06:45:20.839,23.862262135663492,14.45291302580099,9.4099901355035218,2.4239822239107394,0.27294178614038245,76.137737864336515,75.816653669526033,0,0
08/03/2023 06:46:20.852,29.970957389374341,24.954669972606027,5.0169284424093368,0.33792782254570664,0.50689165050355589,70.029042610625652,68.734878326768111,0,0
08/03/2023 06:47:20.865,43.0916550025661,38.809710696979998,4.2825853312271303,0.32493068191664498,0.3509251298047763,56.9083449974339,56.237627721901184,0,0
08/03/2023 06:48:20.878,27.371512600561211,25.598032599494779,1.7481265788193263,0.090980484293455441,0.16896382795784928,72.628487399438797,71.650903467903731,0,0
08/03/2023 06:49:20.891,6.2640209153986159,5.7512715535915433,0.51339038744809473,0.025994447888131277,0.0064987369445388679,93.735979084601382,92.896229496177511,0,0
08/03/2023 06:50:20.905,0.92866036138715691,0.3639222704338379,0.56537911659434925,0.019495877573600474,0.012997140629061606,99.071339638612841,98.31170475828651,0,0
08/03/2023 06:51:20.918,1.0586327674578233,0.3834181480074384,0.67585564509141327,0.012997140629061606,0.0064985703145308028,98.941367232542177,97.478554717962055,0,0
08/03/2023 06:52:20.931,0.61672715335959749,0.19495827584598055,0.42240990315463933,0.0064987369445388679,0.0064987369445388679,99.383272846640409,99.144854798610965,0,0
08/03/2023 06:53:20.944,0.77269384068837654,0.50039308018902506,0.27294161951037443,0.0064985703145308028,0.0064985703145308028,99.227306159311624,98.31170475828651,0,0
08/03/2023 06:54:20.957,3.3916343404451044,2.8138991088627172,0.57837642385341892,0.03249301820266208,0.0064985703145308028,96.608365659554892,95.812254637313117,0,0
08/03/2023 06:55:20.971,1.0131424419960955,0.3639222704338379,0.64986119720328195,0.038991755147200949,0.0064985703145308028,98.986857558003905,97.895129738124282,0,0
08/03/2023 06:56:20.984,1.1951035772130081,0.46790006198636303,0.7278445408676758,0.012997140629061606,0,98.804896422786996,98.31170475828651,0,0
08/03/2023 06:57:20.997,0.57123682789785857,0.19495827584598055,0.37691957769290757,0.025994447888131277,0.0064987369445388679,99.428763172102137,98.31170475828651,0,0
08/03/2023 06:58:21.010,0.48675491391894088,0.17546256490238815,0.31193337465757531,0.025994447888131277,0,99.513245086081056,98.31170475828651,0,0
08/03/2023 06:59:21.023,0.4022728333100023,0.15596668732878766,0.24694717162224311,0.012997307259069672,0,99.597727166689992,98.728279778448751,0,0
08/03/2023 07:00:21.037,1.0196411789406334,0.3964152886365,0.62386674931515063,0.012997140629061606,0.019495710943592412,98.980358821059369,97.895129738124282,0,0
08/03/2023 07:01:21.050,1.130117374177686,0.48089736924543269,0.64986119720328195,0.019495877573600474,0,98.869882625822314,98.31170475828651,0,0
08/03/2023 07:02:21.063,0.52574650243613075,0.17546239827238008,0.3509251298047763,0,0.0064987369445388679,99.474253497563865,98.728279778448751,0,0
08/03/2023 07:03:21.076,0.55174111695427408,0.16896399458785732,0.3834181480074384,0,0,99.448258883045725,98.31170475828651,0,0
