timestamp,(HealthService)/Sessions In Use,(HealthService)/Sessions % Used
08/02/2023 21:31:11.241,19,22.352941176470591
08/02/2023 21:32:11.254,19,22.352941176470591
08/02/2023 21:33:11.267,19,22.352941176470591
08/02/2023 21:34:11.281,19,22.352941176470591
08/02/2023 21:35:11.294,19,22.352941176470591
08/02/2023 21:36:11.307,19,22.352941176470591
08/02/2023 21:37:11.320,19,22.352941176470591
08/02/2023 21:38:11.333,19,22.352941176470591
08/02/2023 21:39:11.347,19,22.352941176470591
08/02/2023 21:40:11.360,19,22.352941176470591
08/02/2023 21:41:11.373,19,22.352941176470591
08/02/2023 21:42:11.386,19,22.352941176470591
08/02/2023 21:43:11.399,19,22.352941176470591
08/02/2023 21:44:11.413,19,22.352941176470591
08/02/2023 21:45:11.426,19,22.352941176470591
08/02/2023 21:46:11.455,19,22.352941176470591
08/02/2023 21:47:11.468,19,22.352941176470591
08/02/2023 21:48:11.481,19,22.352941176470591
08/02/2023 21:49:11.494,19,22.352941176470591
08/02/2023 21:50:11.507,19,22.352941176470591
08/02/2023 21:51:11.521,19,22.352941176470591
08/02/2023 21:52:11.534,19,22.352941176470591
08/02/2023 21:53:11.547,19,22.352941176470591
08/02/2023 21:54:11.560,19,22.352941176470591
08/02/2023 21:55:11.573,19,22.352941176470591
08/02/2023 21:56:11.587,19,22.352941176470591
08/02/2023 21:57:11.600,19,22.352941176470591
08/02/2023 21:58:11.613,19,22.352941176470591
08/02/2023 21:59:11.626,19,22.352941176470591
08/02/2023 22:00:11.639,19,22.352941176470591
08/02/2023 22:01:11.684,19,22.352941176470591
08/02/2023 22:02:11.697,19,22.352941176470591
08/02/2023 22:03:11.710,19,22.352941176470591
08/02/2023 22:04:11.723,19,22.352941176470591
08/02/2023 22:05:11.737,19,22.352941176470591
08/02/2023 22:06:11.750,19,22.352941176470591
08/02/2023 22:07:11.763,19,22.352941176470591
08/02/2023 22:08:11.776,19,22.352941176470591
08/02/2023 22:09:11.789,19,22.352941176470591
08/02/2023 22:10:11.803,19,22.352941176470591
08/02/2023 22:11:11.816,19,22.352941176470591
08/02/2023 22:12:11.829,19,22.352941176470591
08/02/2023 22:13:11.842,19,22.352941176470591
08/02/2023 22:14:11.855,19,22.352941176470591
08/02/2023 22:15:11.869,19,22.352941176470591
08/02/2023 22:16:11.882,19,22.352941176470591
08/02/2023 22:17:11.895,19,22.352941176470591
08/02/2023 22:18:11.908,19,22.352941176470591
08/02/2023 22:19:11.921,19,22.352941176470591
08/02/2023 22:20:11.935,19,22.352941176470591
08/02/2023 22:21:11.948,19,22.352941176470591
08/02/2023 22:22:11.961,19,22.352941176470591
08/02/2023 22:23:11.974,19,22.352941176470591
08/02/2023 22:24:12.003,19,22.352941176470591
08/02/2023 22:25:12.016,19,22.352941176470591
08/02/2023 22:26:12.029,19,22.352941176470591
08/02/2023 22:27:12.043,19,22.352941176470591
08/02/2023 22:28:12.056,19,22.352941176470591
08/02/2023 22:29:12.069,19,22.352941176470591
08/02/2023 22:30:12.082,19,22.352941176470591
08/02/2023 22:31:12.095,19,22.352941176470591
08/02/2023 22:32:12.151,19,22.352941176470591
08/02/2023 22:33:12.241,19,22.352941176470591
08/02/2023 22:34:12.331,19,22.352941176470591
08/02/2023 22:35:12.421,19,22.352941176470591
08/02/2023 22:36:12.511,19,22.352941176470591
08/02/2023 22:37:12.574,19,22.352941176470591
08/02/2023 22:38:12.615,19,22.352941176470591
08/02/2023 22:39:12.656,19,22.352941176470591
08/02/2023 22:40:12.697,19,22.352941176470591
08/02/2023 22:41:12.738,19,22.352941176470591
08/02/2023 22:42:12.769,19,22.352941176470591
08/02/2023 22:43:12.792,19,22.352941176470591
08/02/2023 22:44:12.816,19,22.352941176470591
08/02/2023 22:45:12.839,19,22.352941176470591
08/02/2023 22:46:12.862,19,22.352941176470591
08/02/2023 22:47:12.882,19,22.352941176470591
08/02/2023 22:48:12.898,19,22.352941176470591
08/02/2023 22:49:12.915,19,22.352941176470591
08/02/2023 22:50:12.932,19,22.352941176470591
08/02/2023 22:51:12.948,19,22.352941176470591
08/02/2023 22:52:12.964,19,22.352941176470591
08/02/2023 22:53:12.978,19,22.352941176470591
08/02/2023 22:54:12.992,19,22.352941176470591
08/02/2023 22:55:13.007,19,22.352941176470591
08/02/2023 22:56:13.021,19,22.352941176470591
08/02/2023 22:57:13.035,19,22.352941176470591
08/02/2023 22:58:13.049,19,22.352941176470591
08/02/2023 22:59:13.062,19,22.352941176470591
08/02/2023 23:00:13.076,19,22.352941176470591
08/02/2023 23:01:13.089,19,22.352941176470591
08/02/2023 23:02:13.103,19,22.352941176470591
08/02/2023 23:03:13.117,19,22.352941176470591
08/02/2023 23:04:13.130,19,22.352941176470591
08/02/2023 23:05:13.144,19,22.352941176470591
08/02/2023 23:06:13.157,19,22.352941176470591
08/02/2023 23:07:13.171,19,22.352941176470591
08/02/2023 23:08:13.184,19,22.352941176470591
08/02/2023 23:09:13.197,19,22.352941176470591
08/02/2023 23:10:13.210,19,22.352941176470591
08/02/2023 23:11:13.223,19,22.352941176470591
08/02/2023 23:12:13.237,19,22.352941176470591
08/02/2023 23:13:13.250,19,22.352941176470591
08/02/2023 23:14:13.263,19,22.352941176470591
08/02/2023 23:15:13.276,19,22.352941176470591
08/02/2023 23:16:13.289,19,22.352941176470591
08/02/2023 23:17:13.303,19,22.352941176470591
08/02/2023 23:18:13.316,19,22.352941176470591
08/02/2023 23:19:13.329,19,22.352941176470591
08/02/2023 23:20:13.342,19,22.352941176470591
08/02/2023 23:21:13.355,19,22.352941176470591
08/02/2023 23:22:13.369,19,22.352941176470591
08/02/2023 23:23:13.382,19,22.352941176470591
08/02/2023 23:24:13.395,19,22.352941176470591
08/02/2023 23:25:13.408,19,22.352941176470591
08/02/2023 23:26:13.421,19,22.352941176470591
08/02/2023 23:27:13.435,19,22.352941176470591
08/02/2023 23:28:13.448,19,22.352941176470591
08/02/2023 23:29:13.461,19,22.352941176470591
08/02/2023 23:30:13.474,19,22.352941176470591
08/02/2023 23:31:13.487,19,22.352941176470591
08/02/2023 23:32:13.501,19,22.352941176470591
08/02/2023 23:33:13.514,19,22.352941176470591
08/02/2023 23:34:13.527,19,22.352941176470591
08/02/2023 23:35:13.540,19,22.352941176470591
08/02/2023 23:36:13.553,19,22.352941176470591
08/02/2023 23:37:13.567,19,22.352941176470591
08/02/2023 23:38:13.580,19,22.352941176470591
08/02/2023 23:39:13.593,19,22.352941176470591
08/02/2023 23:40:13.606,19,22.352941176470591
08/02/2023 23:41:13.619,19,22.352941176470591
08/02/2023 23:42:13.633,19,22.352941176470591
08/02/2023 23:43:13.646,19,22.352941176470591
08/02/2023 23:44:13.659,19,22.352941176470591
08/02/2023 23:45:13.672,19,22.352941176470591
08/02/2023 23:46:13.685,19,22.352941176470591
08/02/2023 23:47:13.699,19,22.352941176470591
08/02/2023 23:48:13.712,19,22.352941176470591
08/02/2023 23:49:13.725,19,22.352941176470591
08/02/2023 23:50:13.738,19,22.352941176470591
08/02/2023 23:51:13.751,19,22.352941176470591
08/02/2023 23:52:13.765,19,22.352941176470591
08/02/2023 23:53:13.778,19,22.352941176470591
08/02/2023 23:54:13.791,19,22.352941176470591
08/02/2023 23:55:13.804,19,22.352941176470591
08/02/2023 23:56:13.817,19,22.352941176470591
08/02/2023 23:57:13.831,19,22.352941176470591
08/02/2023 23:58:13.844,19,22.352941176470591
08/02/2023 23:59:13.857,19,22.352941176470591
08/03/2023 00:00:13.870,19,22.352941176470591
08/03/2023 00:01:13.883,19,22.352941176470591
08/03/2023 00:02:13.897,19,22.352941176470591
08/03/2023 00:03:13.910,19,22.352941176470591
08/03/2023 00:04:13.923,19,22.352941176470591
08/03/2023 00:05:13.936,19,22.352941176470591
08/03/2023 00:06:13.949,19,22.352941176470591
08/03/2023 00:07:13.963,19,22.352941176470591
08/03/2023 00:08:13.976,19,22.352941176470591
08/03/2023 00:09:13.989,19,22.352941176470591
08/03/2023 00:10:14.002,19,22.352941176470591
08/03/2023 00:11:14.015,19,22.352941176470591
08/03/2023 00:12:14.029,19,22.352941176470591
08/03/2023 00:13:14.057,19,22.352941176470591
08/03/2023 00:14:14.102,19,22.352941176470591
08/03/2023 00:15:14.333,19,22.352941176470591
08/03/2023 00:16:14.565,19,22.352941176470591
08/03/2023 00:17:14.687,19,22.352941176470591
08/03/2023 00:18:14.732,19,22.352941176470591
08/03/2023 00:19:14.776,19,22.352941176470591
08/03/2023 00:20:14.789,19,22.352941176470591
08/03/2023 00:21:14.803,19,22.352941176470591
08/03/2023 00:22:14.816,19,22.352941176470591
08/03/2023 00:23:14.829,19,22.352941176470591
08/03/2023 00:24:14.842,19,22.352941176470591
08/03/2023 00:25:14.855,19,22.352941176470591
08/03/2023 00:26:14.869,19,22.352941176470591
08/03/2023 00:27:14.882,19,22.352941176470591
08/03/2023 00:28:14.895,19,22.352941176470591
08/03/2023 00:29:14.908,19,22.352941176470591
08/03/2023 00:30:14.921,19,22.352941176470591
08/03/2023 00:31:14.950,19,22.352941176470591
08/03/2023 00:32:14.963,19,22.352941176470591
08/03/2023 00:33:14.977,19,22.352941176470591
08/03/2023 00:34:14.990,19,22.352941176470591
08/03/2023 00:35:15.003,19,22.352941176470591
08/03/2023 00:36:15.016,19,22.352941176470591
08/03/2023 00:37:15.029,19,22.352941176470591
08/03/2023 00:38:15.043,19,22.352941176470591
08/03/2023 00:39:15.056,19,22.352941176470591
08/03/2023 00:40:15.069,19,22.352941176470591
08/03/2023 00:41:15.082,19,22.352941176470591
08/03/2023 00:42:15.095,19,22.352941176470591
08/03/2023 00:43:15.109,19,22.352941176470591
08/03/2023 00:44:15.122,19,22.352941176470591
08/03/2023 00:45:15.135,19,22.352941176470591
08/03/2023 00:46:15.148,19,22.352941176470591
08/03/2023 00:47:15.161,19,22.352941176470591
08/03/2023 00:48:15.175,19,22.352941176470591
08/03/2023 00:49:15.188,19,22.352941176470591
08/03/2023 00:50:15.201,19,22.352941176470591
08/03/2023 00:51:15.214,19,22.352941176470591
08/03/2023 00:52:15.227,19,22.352941176470591
08/03/2023 00:53:15.241,19,22.352941176470591
08/03/2023 00:54:15.254,19,22.352941176470591
08/03/2023 00:55:15.267,19,22.352941176470591
08/03/2023 00:56:15.280,19,22.352941176470591
08/03/2023 00:57:15.293,19,22.352941176470591
08/03/2023 00:58:15.307,19,22.352941176470591
08/03/2023 00:59:15.320,19,22.352941176470591
08/03/2023 01:00:15.333,19,22.352941176470591
08/03/2023 01:01:15.346,19,22.352941176470591
08/03/2023 01:02:15.359,19,22.352941176470591
08/03/2023 01:03:15.373,19,22.352941176470591
08/03/2023 01:04:15.386,19,22.352941176470591
08/03/2023 01:05:15.399,19,22.352941176470591
08/03/2023 01:06:15.412,19,22.352941176470591
08/03/2023 01:07:15.441,19,22.352941176470591
08/03/2023 01:08:15.454,19,22.352941176470591
08/03/2023 01:09:15.467,19,22.352941176470591
08/03/2023 01:10:15.481,19,22.352941176470591
08/03/2023 01:11:15.494,19,22.352941176470591
08/03/2023 01:12:15.507,19,22.352941176470591
08/03/2023 01:13:15.520,19,22.352941176470591
08/03/2023 01:14:15.533,19,22.352941176470591
08/03/2023 01:15:15.547,19,22.352941176470591
08/03/2023 01:16:15.560,19,22.352941176470591
08/03/2023 01:17:15.573,19,22.352941176470591
08/03/2023 01:18:15.586,19,22.352941176470591
08/03/2023 01:19:15.599,19,22.352941176470591
08/03/2023 01:20:15.613,19,22.352941176470591
08/03/2023 01:21:15.626,19,22.352941176470591
08/03/2023 01:22:15.639,19,22.352941176470591
08/03/2023 01:23:15.652,19,22.352941176470591
08/03/2023 01:24:15.681,19,22.352941176470591
08/03/2023 01:25:15.694,19,22.352941176470591
08/03/2023 01:26:15.707,19,22.352941176470591
08/03/2023 01:27:15.721,19,22.352941176470591
08/03/2023 01:28:15.734,19,22.352941176470591
08/03/2023 01:29:15.747,19,22.352941176470591
08/03/2023 01:30:15.760,19,22.352941176470591
08/03/2023 01:31:15.773,19,22.352941176470591
08/03/2023 01:32:15.787,19,22.352941176470591
08/03/2023 01:33:15.800,19,22.352941176470591
08/03/2023 01:34:15.813,19,22.352941176470591
08/03/2023 01:35:15.826,19,22.352941176470591
08/03/2023 01:36:15.839,19,22.352941176470591
08/03/2023 01:37:15.853,19,22.352941176470591
08/03/2023 01:38:15.866,19,22.352941176470591
08/03/2023 01:39:15.879,19,22.352941176470591
08/03/2023 01:40:15.892,19,22.352941176470591
08/03/2023 01:41:15.905,19,22.352941176470591
08/03/2023 01:42:15.919,19,22.352941176470591
08/03/2023 01:43:15.932,19,22.352941176470591
08/03/2023 01:44:15.945,19,22.352941176470591
08/03/2023 01:45:15.958,19,22.352941176470591
08/03/2023 01:46:15.971,19,22.352941176470591
08/03/2023 01:47:15.985,19,22.352941176470591
08/03/2023 01:48:15.998,19,22.352941176470591
08/03/2023 01:49:16.011,19,22.352941176470591
08/03/2023 01:50:16.024,19,22.352941176470591
08/03/2023 01:51:16.037,19,22.352941176470591
08/03/2023 01:52:16.051,19,22.352941176470591
08/03/2023 01:53:16.064,19,22.352941176470591
08/03/2023 01:54:16.077,19,22.352941176470591
08/03/2023 01:55:16.090,19,22.352941176470591
08/03/2023 01:56:16.103,19,22.352941176470591
08/03/2023 01:57:16.117,19,22.352941176470591
08/03/2023 01:58:16.130,19,22.352941176470591
08/03/2023 01:59:16.143,19,22.352941176470591
08/03/2023 02:00:16.156,19,22.352941176470591
08/03/2023 02:01:16.169,19,22.352941176470591
08/03/2023 02:02:16.183,19,22.352941176470591
08/03/2023 02:03:16.196,19,22.352941176470591
08/03/2023 02:04:16.209,19,22.352941176470591
08/03/2023 02:05:16.222,19,22.352941176470591
08/03/2023 02:06:16.235,19,22.352941176470591
08/03/2023 02:07:16.249,19,22.352941176470591
08/03/2023 02:08:16.262,19,22.352941176470591
08/03/2023 02:09:16.275,19,22.352941176470591
08/03/2023 02:10:16.288,19,22.352941176470591
08/03/2023 02:11:16.301,19,22.352941176470591
08/03/2023 02:12:16.315,19,22.352941176470591
08/03/2023 02:13:16.328,19,22.352941176470591
08/03/2023 02:14:16.341,19,22.352941176470591
08/03/2023 02:15:16.354,19,22.352941176470591
08/03/2023 02:16:16.383,19,22.352941176470591
08/03/2023 02:17:16.396,19,22.352941176470591
08/03/2023 02:18:16.409,19,22.352941176470591
08/03/2023 02:19:16.423,19,22.352941176470591
08/03/2023 02:20:16.436,19,22.352941176470591
08/03/2023 02:21:16.449,19,22.352941176470591
08/03/2023 02:22:16.462,19,22.352941176470591
08/03/2023 02:23:16.475,19,22.352941176470591
08/03/2023 02:24:16.489,19,22.352941176470591
08/03/2023 02:25:16.502,19,22.352941176470591
08/03/2023 02:26:16.515,19,22.352941176470591
08/03/2023 02:27:16.544,19,22.352941176470591
08/03/2023 02:28:16.557,19,22.352941176470591
08/03/2023 02:29:16.570,19,22.352941176470591
08/03/2023 02:30:16.583,19,22.352941176470591
08/03/2023 02:31:16.597,19,22.352941176470591
08/03/2023 02:32:16.610,19,22.352941176470591
08/03/2023 02:33:16.623,19,22.352941176470591
08/03/2023 02:34:16.636,19,22.352941176470591
08/03/2023 02:35:16.649,19,22.352941176470591
08/03/2023 02:36:16.709,19,22.352941176470591
08/03/2023 02:37:16.723,19,22.352941176470591
08/03/2023 02:38:16.736,19,22.352941176470591
08/03/2023 02:39:16.749,19,22.352941176470591
08/03/2023 02:40:16.762,19,22.352941176470591
08/03/2023 02:41:16.775,19,22.352941176470591
08/03/2023 02:42:16.789,19,22.352941176470591
08/03/2023 02:43:16.802,19,22.352941176470591
08/03/2023 02:44:16.815,19,22.352941176470591
08/03/2023 02:45:16.828,19,22.352941176470591
08/03/2023 02:46:16.841,19,22.352941176470591
08/03/2023 02:47:16.855,19,22.352941176470591
08/03/2023 02:48:16.868,19,22.352941176470591
08/03/2023 02:49:16.881,19,22.352941176470591
08/03/2023 02:50:16.894,19,22.352941176470591
08/03/2023 02:51:16.907,19,22.352941176470591
08/03/2023 02:52:16.921,19,22.352941176470591
08/03/2023 02:53:16.934,19,22.352941176470591
08/03/2023 02:54:16.947,19,22.352941176470591
08/03/2023 02:55:16.960,19,22.352941176470591
08/03/2023 02:56:16.973,19,22.352941176470591
08/03/2023 02:57:16.987,19,22.352941176470591
08/03/2023 02:58:17.000,19,22.352941176470591
08/03/2023 02:59:17.013,19,22.352941176470591
08/03/2023 03:00:17.026,19,22.352941176470591
08/03/2023 03:01:17.039,19,22.352941176470591
08/03/2023 03:02:17.053,19,22.352941176470591
08/03/2023 03:03:17.066,19,22.352941176470591
08/03/2023 03:04:17.079,19,22.352941176470591
08/03/2023 03:05:17.092,19,22.352941176470591
08/03/2023 03:06:17.105,19,22.352941176470591
08/03/2023 03:07:17.119,20,23.52941176470588
08/03/2023 03:08:17.132,20,23.52941176470588
08/03/2023 03:09:17.145,20,23.52941176470588
08/03/2023 03:10:17.158,20,23.52941176470588
08/03/2023 03:11:17.171,20,23.52941176470588
08/03/2023 03:12:17.185,20,23.52941176470588
08/03/2023 03:13:17.198,20,23.52941176470588
08/03/2023 03:14:17.211,20,23.52941176470588
08/03/2023 03:15:17.224,20,23.52941176470588
08/03/2023 03:16:17.237,20,23.52941176470588
08/03/2023 03:17:17.251,20,23.52941176470588
08/03/2023 03:18:17.264,20,23.52941176470588
08/03/2023 03:19:17.308,20,23.52941176470588
08/03/2023 03:20:17.321,20,23.52941176470588
08/03/2023 03:21:17.335,20,23.52941176470588
08/03/2023 03:22:17.348,20,23.52941176470588
08/03/2023 03:23:17.361,20,23.52941176470588
08/03/2023 03:24:17.390,20,23.52941176470588
08/03/2023 03:25:17.403,20,23.52941176470588
08/03/2023 03:26:17.416,20,23.52941176470588
08/03/2023 03:27:17.429,20,23.52941176470588
08/03/2023 03:28:17.443,20,23.52941176470588
08/03/2023 03:29:17.456,20,23.52941176470588
08/03/2023 03:30:17.469,20,23.52941176470588
08/03/2023 03:31:17.482,20,23.52941176470588
08/03/2023 03:32:17.495,20,23.52941176470588
08/03/2023 03:33:17.509,20,23.52941176470588
08/03/2023 03:34:17.522,20,23.52941176470588
08/03/2023 03:35:17.535,20,23.52941176470588
08/03/2023 03:36:17.548,20,23.52941176470588
08/03/2023 03:37:17.577,20,23.52941176470588
08/03/2023 03:38:17.590,20,23.52941176470588
08/03/2023 03:39:17.603,20,23.52941176470588
08/03/2023 03:40:17.617,20,23.52941176470588
08/03/2023 03:41:17.630,20,23.52941176470588
08/03/2023 03:42:17.643,20,23.52941176470588
08/03/2023 03:43:17.656,20,23.52941176470588
08/03/2023 03:44:17.669,20,23.52941176470588
08/03/2023 03:45:17.683,20,23.52941176470588
08/03/2023 03:46:17.743,20,23.52941176470588
08/03/2023 03:47:17.756,20,23.52941176470588
08/03/2023 03:48:17.769,20,23.52941176470588
08/03/2023 03:49:17.782,20,23.52941176470588
08/03/2023 03:50:17.795,20,23.52941176470588
08/03/2023 03:51:17.809,20,23.52941176470588
08/03/2023 03:52:17.822,20,23.52941176470588
08/03/2023 03:53:17.835,20,23.52941176470588
08/03/2023 03:54:17.848,20,23.52941176470588
08/03/2023 03:55:17.861,20,23.52941176470588
08/03/2023 03:56:17.875,20,23.52941176470588
08/03/2023 03:57:17.888,20,23.52941176470588
08/03/2023 03:58:17.901,20,23.52941176470588
08/03/2023 03:59:17.914,20,23.52941176470588
08/03/2023 04:00:17.927,20,23.52941176470588
08/03/2023 04:01:17.941,20,23.52941176470588
08/03/2023 04:02:17.954,20,23.52941176470588
08/03/2023 04:03:17.967,20,23.52941176470588
08/03/2023 04:04:17.980,20,23.52941176470588
08/03/2023 04:05:17.993,20,23.52941176470588
08/03/2023 04:06:18.053,20,23.52941176470588
08/03/2023 04:07:18.067,20,23.52941176470588
08/03/2023 04:08:18.080,20,23.52941176470588
08/03/2023 04:09:18.093,20,23.52941176470588
08/03/2023 04:10:18.106,20,23.52941176470588
08/03/2023 04:11:18.119,20,23.52941176470588
08/03/2023 04:12:18.133,20,23.52941176470588
08/03/2023 04:13:18.146,20,23.52941176470588
08/03/2023 04:14:18.159,20,23.52941176470588
08/03/2023 04:15:18.172,20,23.52941176470588
08/03/2023 04:16:18.185,20,23.52941176470588
08/03/2023 04:17:18.199,20,23.52941176470588
08/03/2023 04:18:18.212,20,23.52941176470588
08/03/2023 04:19:18.225,20,23.52941176470588
08/03/2023 04:20:18.238,20,23.52941176470588
08/03/2023 04:21:18.251,20,23.52941176470588
08/03/2023 04:22:18.265,20,23.52941176470588
08/03/2023 04:23:18.278,20,23.52941176470588
08/03/2023 04:24:18.291,20,23.52941176470588
08/03/2023 04:25:18.304,20,23.52941176470588
08/03/2023 04:26:18.317,20,23.52941176470588
08/03/2023 04:27:18.331,20,23.52941176470588
08/03/2023 04:28:18.344,20,23.52941176470588
08/03/2023 04:29:18.357,20,23.52941176470588
08/03/2023 04:30:18.370,20,23.52941176470588
08/03/2023 04:31:18.383,20,23.52941176470588
08/03/2023 04:32:18.397,20,23.52941176470588
08/03/2023 04:33:18.410,20,23.52941176470588
08/03/2023 04:34:18.423,20,23.52941176470588
08/03/2023 04:35:18.436,20,23.52941176470588
08/03/2023 04:36:18.449,20,23.52941176470588
08/03/2023 04:37:18.463,20,23.52941176470588
08/03/2023 04:38:18.476,20,23.52941176470588
08/03/2023 04:39:18.489,20,23.52941176470588
08/03/2023 04:40:18.502,20,23.52941176470588
08/03/2023 04:41:18.515,20,23.52941176470588
08/03/2023 04:42:18.529,20,23.52941176470588
08/03/2023 04:43:18.542,20,23.52941176470588
08/03/2023 04:44:18.555,20,23.52941176470588
08/03/2023 04:45:18.568,20,23.52941176470588
08/03/2023 04:46:18.581,20,23.52941176470588
08/03/2023 04:47:18.595,20,23.52941176470588
08/03/2023 04:48:18.608,20,23.52941176470588
08/03/2023 04:49:18.668,20,23.52941176470588
08/03/2023 04:50:18.681,20,23.52941176470588
08/03/2023 04:51:18.694,20,23.52941176470588
08/03/2023 04:52:18.707,20,23.52941176470588
08/03/2023 04:53:18.721,20,23.52941176470588
08/03/2023 04:54:18.734,20,23.52941176470588
08/03/2023 04:55:18.747,20,23.52941176470588
08/03/2023 04:56:18.760,20,23.52941176470588
08/03/2023 04:57:18.773,20,23.52941176470588
08/03/2023 04:58:18.787,20,23.52941176470588
08/03/2023 04:59:18.800,20,23.52941176470588
08/03/2023 05:00:18.813,20,23.52941176470588
08/03/2023 05:01:18.826,20,23.52941176470588
08/03/2023 05:02:18.839,20,23.52941176470588
08/03/2023 05:03:18.853,20,23.52941176470588
08/03/2023 05:04:18.866,20,23.52941176470588
08/03/2023 05:05:18.879,20,23.52941176470588
08/03/2023 05:06:18.892,20,23.52941176470588
08/03/2023 05:07:18.905,20,23.52941176470588
08/03/2023 05:08:18.919,20,23.52941176470588
08/03/2023 05:09:18.932,20,23.52941176470588
08/03/2023 05:10:18.945,20,23.52941176470588
08/03/2023 05:11:18.958,20,23.52941176470588
08/03/2023 05:12:18.971,20,23.52941176470588
08/03/2023 05:13:18.985,20,23.52941176470588
08/03/2023 05:14:18.998,20,23.52941176470588
08/03/2023 05:15:19.011,20,23.52941176470588
08/03/2023 05:16:19.024,20,23.52941176470588
08/03/2023 05:17:19.037,20,23.52941176470588
08/03/2023 05:18:19.051,20,23.52941176470588
08/03/2023 05:19:19.064,20,23.52941176470588
08/03/2023 05:20:19.077,20,23.52941176470588
08/03/2023 05:21:19.090,20,23.52941176470588
08/03/2023 05:22:19.103,20,23.52941176470588
08/03/2023 05:23:19.117,20,23.52941176470588
08/03/2023 05:24:19.130,20,23.52941176470588
08/03/2023 05:25:19.143,20,23.52941176470588
08/03/2023 05:26:19.156,20,23.52941176470588
08/03/2023 05:27:19.169,20,23.52941176470588
08/03/2023 05:28:19.183,20,23.52941176470588
08/03/2023 05:29:19.196,20,23.52941176470588
08/03/2023 05:30:19.209,20,23.52941176470588
08/03/2023 05:31:19.222,20,23.52941176470588
08/03/2023 05:32:19.235,20,23.52941176470588
08/03/2023 05:33:19.249,20,23.52941176470588
08/03/2023 05:34:19.262,20,23.52941176470588
08/03/2023 05:35:19.275,20,23.52941176470588
08/03/2023 05:36:19.288,20,23.52941176470588
08/03/2023 05:37:19.301,20,23.52941176470588
08/03/2023 05:38:19.315,20,23.52941176470588
08/03/2023 05:39:19.328,20,23.52941176470588
08/03/2023 05:40:19.341,20,23.52941176470588
